# Rime user dictionary
#@/db_name	zhung.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	12045
#@/user_id	stella
a1 	啊	c=65 d=4.31181 t=12045
you3 he2 si4 bau1 	有核細胞	c=1 d=0.794534 t=12045
you3 kung1 	有空	c=2 d=0.763379 t=12045
you3 kung1 el2 	有空兒	c=1 d=0.109701 t=12045
you3 kuo4 	有課	c=2 d=0.759572 t=12045
you3 le1 	有的	c=7 d=2.6342 t=12045
you3 li4 	有利	c=0 d=0.020089 t=12045
you3 li4 tu2 bian4 	有利突變	c=1 d=0.201897 t=12045
you3 li4 yu1 	有利於	c=3 d=0.97531 t=12045
you3 lia3 	有兩個	c=2 d=0.152845 t=12045
you3 ming2 	有名	c=2 d=0.847894 t=12045
you3 mu2 you3 	有沒有	c=7 d=2.18162 t=12045
you3 rhen2 	有人	c=3 d=0.602407 t=12045
you3 sha4 	有啥	c=1 d=0.00444934 t=12045
you3 shuo3 	有所	c=3 d=0.29523 t=12045
you3 shy2 jan1 	有時間	c=1 d=0.19205 t=12045
you3 shy4 el2 	有事兒	c=1 d=1 t=12045
you3 sie1 	有些	c=4 d=0.782705 t=12045
you3 sie1 rhen2 	有些人	c=1 d=0.101774 t=12045
you3 xau4 	有效	c=0 d=0.0621885 t=12045
you3 xau4 zhuan3 lu1 muo2 ban3 	有效轉錄模板	c=1 d=0.625002 t=12045
you3 yi1 	有一	c=2 d=0.591555 t=12045
you3 yi1 duan4 	有一段	c=2 d=0.638916 t=12045
you3 yi4 sy1 	有意思	c=1 d=0.625002 t=12045
you3 yung4 	有用	c=1 d=0.718924 t=12045
you4 bu1 	又不	c=0 d=0.0494217 t=12045
you4 bu1 neng2 	又不能	c=1 d=0.941765 t=12045
you4 bu1 wan3 	又不晚	c=1 d=0.00318278 t=12045
you4 bu1 yung4 	又不用	c=1 d=0.496585 t=12045
you4 cheng1 	又稱	c=7 d=0.975086 t=12045
you4 cheng1 wui2 	又稱爲	c=4 d=0.305746 t=12045
you4 dau4 	誘導	c=3 d=0.467771 t=12045
you4 dau4 bu4 wui4 	誘導部位	c=1 d=0.250324 t=12045
you4 dau4 sing4 tiau2 zie1 sing4 	誘導性調節性	c=1 d=0.232236 t=12045
you4 gai1 	又該	c=1 d=0.0665368 t=12045
you4 hui4 	又會	c=1 d=0.458406 t=12045
you4 jau4 	又叫	c=1 d=0.0871609 t=12045
you4 ming2 	又名	c=2 d=1.87528 t=12045
you4 neng2 	又能	c=1 d=0.122456 t=12045
you4 pa4 	又怕	c=1 d=0.22091 t=12045
you4 shou3 	右手	c=1 d=0.17552 t=12045
you4 shy4 	又是	c=1 d=0.0685632 t=12045
you4 yi1 geo4 	又一個	c=1 d=0.000303539 t=12045
you4 you3 	又有	c=1 d=0.410656 t=12045
you4 zai4 	又在	c=1 d=0.232236 t=12045
you4 zy3 	柚子	c=2 d=0.91394 t=12045
yu1 	域	c=0 d=0.0231078 t=12045
yu1 	於	c=6 d=1.04831 t=12045
yu1 	欲	c=1 d=0.726149 t=12045
yu1 shy4 	於是	c=1 d=0.759572 t=12045
yu2 e1 	餘額	c=1 d=0.798516 t=12045
yu2 geo4 	餘個	c=-1 d=0 t=12045
yu2 gu1 tu2 	魚骨圖	c=1 d=0.00802655 t=12045
yu2 qan1 	于謙	c=3 d=0.556886 t=12045
yu2 zhung3 	餘種	c=1 d=0.0581343 t=12045
yu3 	與	c=46 d=4.87707 t=12045
yu3 	雨	c=0 d=0.0257947 t=12045
yu3 diau4 	語調	c=1 d=0.0422141 t=12045
yu3 heo2 yi3 eo1 di2 	與何以阿迪	c=-1 d=0.937067 t=12045
yu3 yan2 	語言	c=1 d=0.0277367 t=12045
yu3 yin1 	語音	c=6 d=0.170686 t=12045
yu4 dau4 	遇到	c=1 d=0.709778 t=12045
yu4 dau4 leo1 	遇到了	c=1 d=0.0271874 t=12045
yu4 qi2 	預期	c=1 d=0.170333 t=12045
yu4 yuo1 	預約	c=1 d=0.179066 t=12045
yuan2 	原	c=0 d=0.0158817 t=12045
yuan2 	源	c=0 d=0.0255381 t=12045
yuan2 chen2 	元辰	c=0 d=0.0995012 t=12045
yuan2 dan1 wui4 	原單位	c=1 d=0.174645 t=12045
yuan2 han2 shu3 	原函數	c=1 d=0.000178665 t=12045
yuan2 han2 shuo1 	原函數	c=1 d=0.000385874 t=12045
yuan2 he2 	原核	c=3 d=0.497629 t=12045
yuan2 he2 sheng1 wu1 	原核生物	c=8 d=1.13199 t=12045
yuan2 jan4 	元件	c=2 d=0.504074 t=12045
yuan2 lai2 le1 	原來的	c=1 d=0.0880368 t=12045
yuan2 li3 	原理	c=4 d=0.441238 t=12045
yuan2 shau2 yuan2 shu2 xing1 heo2 liang2 	袁紹袁術興河梁	c=1 d=0.818731 t=12045
yuan2 sheng1 	原生	c=1 d=0.704688 t=12045
yuan2 shy3 	原始	c=1 d=0.161443 t=12045
yuan2 shy3 shuo1 ju4 	原始數據	c=1 d=0.156453 t=12045
yuan2 yin1 	元音	c=3 d=0.687249 t=12045
yuan2 yin1 	原因	c=3 d=0.869358 t=12045
yuan2 ze1 	原則	c=1 d=0.856415 t=12045
yuan3 	遠	c=0 d=0.00128424 t=12045
yuan3 fi1 	遠非	c=1 d=0.532592 t=12045
yuan4 yi3 zy3 shou3 ziang1 tian1 bu3 	願以只手將天補	c=1 d=0.913931 t=12045
yue1 	月	c=3 d=2.33577 t=12045
yue1 bing3 	月餅	c=1 d=0.0411719 t=12045
yue1 bu1 	越不	c=0 d=0.0217621 t=12045
yue1 bu1 neng2 	月不能	c=-1 d=0 t=12045
yue1 bu1 neng2 	越不能	c=1 d=0.218712 t=12045
yue1 di3 	月底	c=1 d=0.063609 t=12045
yue1 du2 	閱讀	c=1 d=0.0378169 t=12045
yue1 guo1 	越過	c=1 d=0.923116 t=12045
yue1 lai2 yue1 duo1 	越來越多	c=1 d=0.941765 t=12045
yue1 shy4 	越是	c=1 d=0.215456 t=12045
yue1 yu3 	粵語	c=0 d=9.11882e-05 t=12045
yue1 yu3 pin1 yin1 	粵語拼音	c=1 d=0.000916453 t=12045
yun4 dung4 	運動	c=1 d=0.946485 t=12045
yun4 dung4 hui4 	運動會	c=1 d=0.0395575 t=12045
yun4 mu3 	韻母	c=3 d=1.66086 t=12045
yung2 	溶	c=2 d=0.177696 t=12045
yung2 heo2 	融合	c=2 d=0.283728 t=12045
yung2 je3 	溶解	c=2 d=0.258773 t=12045
yung2 jun4 	溶菌	c=1 d=0.715338 t=12045
yung2 si4 bau1 	溶細胞	c=1 d=0.70822 t=12045
yung2 yau4 	榮耀	c=0 d=0.0255381 t=12045
yung2 yi1 	容易	c=8 d=0.731321 t=12045
yung3 shy4 	勇士	c=2 d=1.08007 t=12045
yung3 you3 	擁有	c=2 d=0.83825 t=12045
yung4 	用	c=41 d=5.08739 t=12045
yung4 bu1 dau4 	用不到	c=1 d=0.000773179 t=12045
yung4 guo1 	用過	c=1 d=0.000443861 t=12045
yung4 hu4 	用戶	c=2 d=0.860708 t=12045
yung4 hu4 shuo1 ju4 	用戶數據	c=1 d=0.923116 t=12045
yung4 le1 	用的	c=2 d=0.486752 t=12045
yung4 le1 shy4 	用的是	c=3 d=0.0270518 t=12045
yung4 liau3 	用了	c=2 d=0.181718 t=12045
yung4 shang4 	用上	c=0 d=0.0995012 t=12045
yung4 shang4 leo1 	用上了	c=1 d=1 t=12045
yung4 si4 bau1 	用細胞	c=-1 d=0.704688 t=12045
yung4 yu1 	用於	c=2 d=0.822835 t=12045
yung4 zuo1 	用作	c=2 d=0.803305 t=12045
yuo1 	約	c=2 d=0.755784 t=12045
yuo1 chang3 	藥廠	c=1 d=0.115903 t=12045
yuo1 e1 li3 fu1 he1 di1 	約額禮服黑的	c=-1 d=0 t=12045
yuo1 fi1 	岳飛	c=3 d=0.234566 t=12045
yuo1 le1 	樂的	c=0 d=0.0136014 t=12045
yuo1 le1 fu1 e1 heo1 di1 	樂的殍殕喝的	c=-1 d=0 t=12045
yuo1 le1 fu1 he2 di4 	樂的複覈地	c=-1 d=0.136695 t=12045
yuo1 le1 fu1 wu4 he1 di1 	樂的服務黑的	c=-1 d=0 t=12045
yuo1 muo1 	約莫	c=2 d=0.995012 t=12045
yuo1 tan1 el2 	約攤兒	c=1 d=0.814647 t=12045
yuo1 wui2 	約爲	c=3 d=0.918041 t=12045
yuo1 ye2 ye2 	岳爺爺	c=1 d=0.29671 t=12045
yuo1 zan3 	約咱	c=-1 d=0 t=12045
yuo1 zhan4 	約佔	c=2 d=0.735562 t=12045
za2 neng2 	咱能	c=-1 d=0 t=12045
za2 neng2 	雜能	c=-1 d=0 t=12045
za3 	咋	c=13 d=0.748623 t=12045
za3 neng2 	咋能	c=1 d=0.00748391 t=12045
za3 nung4 	咋弄	c=1 d=0.271173 t=12045
za3 yang4 	咋樣	c=1 d=0.337902 t=12045
za3 yau1 qou2 	咋要求	c=1 d=0.00427488 t=12045
za3 ziou4 	咋就	c=1 d=0.000210716 t=12045
zai3 ti3 	載體	c=1 d=0.489192 t=12045
zai4 	再	c=0 d=0.0802519 t=12045
zai4 	在	c=90 d=6.11175 t=12045
zai4 bei4 	在被	c=1 d=0.064894 t=12045
zai4 bu1 zai4 	在不在	c=1 d=0.980199 t=12045
zai4 cy4 	再次	c=1 d=0.918512 t=12045
zai4 deng3 	再等	c=1 d=0.509156 t=12045
zai4 du2 	在讀	c=1 d=0.017249 t=12045
zai4 gai3 	再改	c=1 d=0.923116 t=12045
zai4 guan4 zhu3 	再灌注	c=3 d=0.697161 t=12045
zai4 hui2 qu4 	再回去	c=1 d=0.0309618 t=12045
zai4 ja1 	在家	c=1 d=0.0593087 t=12045
zai4 ji1 	再給	c=1 d=0.0113334 t=12045
zai4 kan1 	再看	c=2 d=0.254401 t=12045
zai4 kan1 kan1 	再看看	c=2 d=1.4783 t=12045
zai4 lai2 	再來	c=1 d=0.481909 t=12045
zai4 mai3 	再買	c=1 d=0.486752 t=12045
zai4 pan4 duan4 	再判斷	c=1 d=0.70822 t=12045
zai4 qu4 	再去	c=1 d=0.0422141 t=12045
zai4 shang4 	再上	c=0 d=0.0826959 t=12045
zai4 shang4 geo4 	再上個	c=1 d=0.831104 t=12045
zai4 shuo1 	再說	c=3 d=0.344982 t=12045
zai4 shuo1 bai4 	再說唄	c=1 d=0.178173 t=12045
zai4 siun2 huan2 	再循環	c=1 d=0.806541 t=12045
zai4 wang3 	再往	c=1 d=0.900325 t=12045
zai4 yi4 	在意	c=1 d=0.995012 t=12045
zai4 zhau3 	再找	c=2 d=0.97531 t=12045
zai4 zheo4 li3 	在這裏	c=1 d=0.690734 t=12045
zan3 	咱	c=13 d=1.26964 t=12045
zan3 lia3 	咱倆	c=4 d=0.552434 t=12045
zan3 qu4 	咱去	c=1 d=0.0652193 t=12045
zan3 xan4 	咱縣	c=1 d=0.180866 t=12045
zan4 shy2 	暫時	c=3 d=1.00299 t=12045
zang4 yu3 	藏語	c=1 d=7.75312e-07 t=12045
zang4 zai4 	葬在	c=1 d=0.0401553 t=12045
zau3 	早	c=1 d=0.223248 t=12045
zau3 dian3 	早點	c=2 d=0.888881 t=12045
zau3 qi2 	早期	c=2 d=0.532656 t=12045
zau3 qi2 fang2 yu3 	早期防禦	c=1 d=0.0561348 t=12045
zau3 qi2 shy4 jan4 	早期事件	c=1 d=0.154896 t=12045
zau3 qi2 zhen3 duan4 	早期診斷	c=1 d=0.588605 t=12045
zau3 qi3 	早起	c=1 d=0.965605 t=12045
zau3 shang4 	早上	c=4 d=0.959059 t=12045
zau3 shei4 	早睡	c=1 d=0.955997 t=12045
zau3 shui4 zau3 qi3 	早睡早起	c=1 d=0.00244185 t=12045
zau4 cheng2 	造成	c=1 d=0.0939493 t=12045
zau4 xe1 	造血	c=3 d=1.03481 t=12045
zau4 xe1 gan4 si4 bau1 	造血幹細胞	c=1 d=0.52504 t=12045
zau4 xe1 zu3 si4 bau1 	造血祖細胞	c=1 d=0.396531 t=12045
ze1 	則	c=4 d=0.944916 t=12045
zen3 muo3 	怎麼	c=2 d=0.822164 t=12045
zen3 muo3 ban4 	怎麼辦	c=1 d=0.308819 t=12045
zen3 yang4 	怎樣	c=1 d=0.852144 t=12045
zeng1 ja1 	增加	c=7 d=0.818731 t=12045
zeng1 zhy2 	增殖	c=4 d=0.88692 t=12045
zha2 chu1 	炸出	c=0 d=0.00122161 t=12045
zha2 chu1 lai2 	炸出來	c=1 d=0.0122773 t=12045
zha4 cai4 	榨菜	c=1 d=0.0409665 t=12045
zha4 yi1 kan1 	乍一看	c=1 d=0.161218 t=12045
zhan1 guang1 	沾光	c=1 d=0.181772 t=12045
zhan1 tie1 	粘貼	c=2 d=0.13586 t=12045
zhan3 shy4 	展示	c=1 d=0.615697 t=12045
zhan4 	佔	c=1 d=0.0459593 t=12045
zhan4 	站	c=1 d=0.000273284 t=12045
zhan4 geo1 	戰歌	c=1 d=7.8703e-07 t=12045
zhan4 ji1 	戰機	c=0 d=0.0285076 t=12045
zhan4 li1 	戰力	c=1 d=0.29671 t=12045
zhan4 shu2 	戰術	c=4 d=1.97023 t=12045
zhang1 	張	c=1 d=0.860708 t=12045
zhang1 dan1 	張丹	c=0 d=0.00611149 t=12045
zhang1 dan1 feng1 	張丹楓	c=2 d=0.127626 t=12045
zhang1 heng2 	張衡	c=3 d=0.684028 t=12045
zhang1 ja3 wui3 	張佳瑋	c=1 d=0.486752 t=12045
zhang1 shy4 cheng2 	張士誠	c=1 d=0.0620385 t=12045
zhang1 yan1 zhang1 lu3 ba4 nan2 zheng4 	張燕張魯霸南鄭	c=1 d=0.831104 t=12045
zhang1 yu3 	張宇	c=4 d=0.710159 t=12045
zhang3 sing1 ban4 ye4 luo1 shan1 wu3 	長星半夜落山塢	c=1 d=0.923116 t=12045
zhang4 ai4 	障礙	c=1 d=0.431711 t=12045
zhau1 	招	c=1 d=0.0948935 t=12045
zhau1 an1 	招安	c=1 d=0.839457 t=12045
zhau1 hang2 	招行	c=0 d=0.0767206 t=12045
zhau1 hang2 ka3 	招行卡	c=1 d=0.771052 t=12045
zhau1 mu4 	招募	c=1 d=0.594521 t=12045
zhau1 sheng1 	招生	c=1 d=0.336216 t=12045
zhau1 zhan3 	招展	c=1 d=0.00918669 t=12045
zhau3 an3 	找俺	c=1 d=0.0614212 t=12045
zhau3 dui4 siang4 	找對象	c=1 d=0.202909 t=12045
zhau3 liau3 	找了	c=1 d=0.0147723 t=12045
zhau3 ni3 	找你	c=3 d=0.583558 t=12045
zhau3 zhau3 	找找	c=1 d=0.343009 t=12045
zhau3 zhuo2 	找着	c=3 d=0.794534 t=12045
zhau4 ji4 wui3 	趙繼偉	c=1 d=0.118837 t=12045
zhau4 pian4 	照片	c=1 d=0.0558548 t=12045
zhau4 xan2 	兆嫺	c=1 d=0.794534 t=12045
zhe2 	者	c=0 d=0.0748264 t=12045
zhe2 geo4 	者箇	c=-1 d=0 t=12045
zhe2 siang4 wui1 	翟相威	c=1 d=0.0720785 t=12045
zhen1 	真	c=3 d=1.79893 t=12045
zhen1 dui4 	針對	c=2 d=0.522296 t=12045
zhen1 dui4 le1 	針對的	c=1 d=0.594521 t=12045
zhen1 he2 	真核	c=1 d=0.477114 t=12045
zhen1 he2 ji1 yin1 	真核基因	c=1 d=0.207008 t=12045
zhen1 he2 sheng1 wu1 	真核生物	c=11 d=1.42312 t=12045
zhen1 he2 sheng1 wu1 rhan3 she1 ti3 	真核生物染色體	c=1 d=0.585669 t=12045
zhen1 heo2 sheng1 wu1 	簪盍生物	c=-1 d=0 t=12045
zhen1 le1 	真的	c=2 d=0.657047 t=12045
zhen1 shy2 	真實	c=1 d=0.186374 t=12045
zhen1 shy4 	真是	c=1 d=0.722527 t=12045
zhen1 sing4 	真性	c=0 d=0.0211189 t=12045
zhen1 zheng4 	真正	c=1 d=0.0229371 t=12045
zhen3 duan4 	診斷	c=0 d=0.0585669 t=12045
zheng1 ciu3 	爭取	c=1 d=0.831104 t=12045
zheng3 	整	c=1 d=0.408608 t=12045
zheng3 li3 	整理	c=4 d=0.857632 t=12045
zheng3 shuo1 	整數	c=1 d=0.118245 t=12045
zheng3 shuo1 bei4 	整數倍	c=1 d=0.107528 t=12045
zheng4 	正	c=2 d=0.384829 t=12045
zheng4 chang2 	正常	c=3 d=1.19611 t=12045
zheng4 chang2 rhen2 	正常人	c=1 d=0.878095 t=12045
zheng4 da4 	鄭大	c=4 d=0.1763 t=12045
zheng4 fu3 	政府	c=2 d=0.865902 t=12045
zheng4 hau3 	正好	c=2 d=0.155133 t=12045
zheng4 lian2 	正鏈	c=1 d=0.869358 t=12045
zheng4 ma3 	鄭碼	c=2 d=0.00111764 t=12045
zheng4 mian4 	正面	c=1 d=0.292293 t=12045
zheng4 ming2 	正名	c=1 d=0.136695 t=12045
zheng4 ming2 	證明	c=2 d=0.480249 t=12045
zheng4 qi4 geo1 	正氣歌	c=1 d=0.951229 t=12045
zheng4 shu1 	證書	c=2 d=0.400898 t=12045
zheng4 si1 	正西	c=1 d=0.0432828 t=12045
zheng4 tai4 	正太	c=-1 d=0 t=12045
zheng4 tai4 	正態	c=5 d=0.736868 t=12045
zheng4 tai4 fen1 bu4 	正態分佈	c=1 d=0.0335406 t=12045
zheng4 tai4 sing4 	正態性	c=5 d=0.484771 t=12045
zheng4 tai4 sing4 jan3 yan4 	正態性檢驗	c=2 d=0.129198 t=12045
zheng4 zai4 	正在	c=1 d=0.0409665 t=12045
zheng4 zhou1 	鄭州	c=8 d=0.944723 t=12045
zheng4 zhou1 da4 xuo2 	鄭州大學	c=2 d=0.985112 t=12045
zheo1 	折	c=0 d=8.12821e-05 t=12045
zheo1 die2 	摺疊	c=1 d=0.235746 t=12045
zheo4 	這	c=17 d=2.63029 t=12045
zheo4 bian1 	這邊	c=2 d=0.103312 t=12045
zheo4 bu1 shy4 	這不是	c=1 d=0.0889216 t=12045
zheo4 dian3 	這點	c=2 d=0.00193193 t=12045
zheo4 dou3 	這都	c=1 d=0.546074 t=12045
zheo4 dou3 shy4 	這都是	c=1 d=0.348192 t=12045
zheo4 duan4 	這段	c=2 d=0.717444 t=12045
zheo4 el2 	這兒	c=0 d=0.0100761 t=12045
zheo4 fang1 mian4 	這方面	c=1 d=0.202909 t=12045
zheo4 geo4 	這個	c=25 d=1.78842 t=12045
zheo4 geo4 cy2 	這個詞	c=2 d=0.524663 t=12045
zheo4 geo4 shuo1 	這個數	c=1 d=0.0383884 t=12045
zheo4 geo4 zy4 	這個字	c=1 d=0.0236356 t=12045
zheo4 hui4 el2 	這會兒	c=2 d=0.148402 t=12045
zheo4 huo2 el2 	這活兒	c=1 d=0.0319048 t=12045
zheo4 jau4 	這叫	c=0 d=0.00169922 t=12045
zheo4 ji1 tian1 	這幾天	c=2 d=1.19537 t=12045
zheo4 li3 	這裏	c=3 d=0.752014 t=12045
zheo4 lia3 	這倆	c=2 d=0.597815 t=12045
zheo4 liang3 tian1 	這兩天	c=4 d=1.76059 t=12045
zheo4 liang3 zu3 	這兩組	c=1 d=0.214381 t=12045
zheo4 lui4 	這類	c=1 d=0.438235 t=12045
zheo4 muo3 	這麼	c=2 d=0.711266 t=12045
zheo4 muo3 chang2 	這麼長	c=1 d=0.000274654 t=12045
zheo4 muo3 hau3 	這麼好	c=1 d=0.229925 t=12045
zheo4 muo3 siau3 	這麼小	c=1 d=0.0483156 t=12045
zheo4 muo3 zau3 	這麼早	c=1 d=0.00257991 t=12045
zheo4 san1 dian3 	這三點	c=1 d=0.0572688 t=12045
zheo4 san1 geo4 	這三個	c=1 d=0.000243596 t=12045
zheo4 shang4 	這上	c=1 d=0.0405589 t=12045
zheo4 shy2 hou4 	這時候	c=1 d=0.00108086 t=12045
zheo4 shy4 	這是	c=14 d=1.48702 t=12045
zheo4 shy4 el2 	這事兒	c=2 d=0.761366 t=12045
zheo4 sie1 	這些	c=10 d=1.29468 t=12045
zheo4 sie1 shy4 	這些事	c=1 d=0.0332068 t=12045
zheo4 tiau2 	這條	c=0 d=0.0767206 t=12045
zheo4 tiau2 lian2 	這條鏈	c=2 d=1.6232 t=12045
zheo4 wo3 	這我	c=1 d=0.000220415 t=12045
zheo4 wu3 geo4 	這五個	c=2 d=0.215082 t=12045
zheo4 xuo2 qi2 	這學期	c=1 d=0.612626 t=12045
zheo4 yang4 	這樣	c=19 d=3.34924 t=12045
zheo4 yang4 zu4 	這樣做	c=1 d=0.132655 t=12045
zheo4 ye3 shy4 	這也是	c=1 d=0.19593 t=12045
zheo4 yi1 	這一	c=5 d=0.907427 t=12045
zheo4 yi1 bu4 	這一步	c=1 d=0.111917 t=12045
zheo4 yi1 dian3 	這一點	c=1 d=0.467666 t=12045
zheo4 yi1 gung1 neng2 	這一功能	c=1 d=0.640824 t=12045
zheo4 yi1 jai4 	這一屆	c=1 d=0.139457 t=12045
zheo4 yi1 je1 	這一劫	c=-1 d=0 t=12045
zheo4 yi1 pai2 	這一排	c=1 d=0.357007 t=12045
zheo4 yi1 pian1 	這一篇	c=1 d=0.718924 t=12045
zheo4 yi1 ti2 	這一題	c=6 d=1.62654 t=12045
zheo4 you3 	這有	c=1 d=0.0898153 t=12045
zheo4 yu3 	這與	c=1 d=0.00129402 t=12045
zheo4 zhou1 	這周	c=1 d=0.83527 t=12045
zheo4 zhou1 muo1 	這週末	c=2 d=0.112779 t=12045
zheo4 zhou1 muo3 	這周麼	c=-1 d=0 t=12045
zheo4 zhung3 	這種	c=9 d=1.05779 t=12045
zheo4 ziou4 shy4 	這就是	c=1 d=0.377192 t=12045
zheo4 zy3 you3 	這只有	c=1 d=0.56836 t=12045
zhou1 	周	c=0 d=0.0516851 t=12045
zhou1 el2 fu2 shy3 	周而復始	c=1 d=0.0695994 t=12045
zhou1 muo1 	週末	c=2 d=0.955072 t=12045
zhou1 qi2 	週期	c=1 d=0.551563 t=12045
zhou1 rhy1 	週日	c=1 d=0.937067 t=12045
zhou1 sing1 chy2 	周星馳	c=1 d=0.806541 t=12045
zhu1 	朱	c=0 d=0.0344728 t=12045
zhu1 cian4 cian4 	朱倩倩	c=1 d=0.346456 t=12045
zhu1 geo1 	諸葛	c=3 d=1.63947 t=12045
zhu2 zian4 	逐漸	c=1 d=1 t=12045
zhu3 cy4 	主次	c=1 d=0.00472447 t=12045
zhu3 jau1 lian4 	主教練	c=1 d=0.527292 t=12045
zhu3 li1 	主力	c=1 d=0.873716 t=12045
zhu3 sheo4 	注射	c=1 d=0.257947 t=12045
zhu3 yau1 	主要	c=18 d=3.4696 t=12045
zhu3 yau1 fen1 wui2 	主要分爲	c=1 d=0.0837432 t=12045
zhu3 yau1 gung1 neng2 	主要功能	c=4 d=0.532922 t=12045
zhu3 yau1 gung1 neng2 shy4 	主要功能是	c=1 d=0.392586 t=12045
zhu3 yau1 le1 	主要的	c=2 d=0.612626 t=12045
zhu3 yau1 shy4 	主要是	c=2 d=0.0862936 t=12045
zhu3 yau1 shy4 jan4 	主要事件	c=1 d=0.628135 t=12045
zhu3 yau1 shy4 zhy3 	主要是指	c=1 d=0.484325 t=12045
zhu3 yau1 si4 bau1 	主要細胞	c=1 d=0.377192 t=12045
zhu3 yau1 yi1 lai4 	主要依賴	c=1 d=0.275271 t=12045
zhu3 yau1 yin1 su4 	主要因素	c=0 d=0.0474734 t=12045
zhu3 yau1 zu3 zhy1 siang1 yung2 sing4 fu1 heo2 ti3 	主要組織相容性複合體	c=1 d=0.932394 t=12045
zhu3 yi4 	注意	c=2 d=0.00695106 t=12045
zhu3 yin1 fu2 hau4 	注音符號	c=1 d=0.67368 t=12045
zhu3 yuan2 yin1 	主元音	c=2 d=0.182684 t=12045
zhu4 	住	c=1 d=0.0152985 t=12045
zhu4 che1 	註冊	c=1 d=0.985112 t=12045
zhu4 le1 	住的	c=1 d=0.0374406 t=12045
zhu4 xuo2 	助學	c=1 d=0.529935 t=12045
zhu4 yin1 fa1 	註音法	c=0 d=0.0460704 t=12045
zhuan1 du1 	顓篤	c=-1 d=0 t=12045
zhuan1 ja1 	專家	c=1 d=0.438235 t=12045
zhuan1 men2 	專門	c=1 d=0.985112 t=12045
zhuan1 shuo2 	專碩	c=3 d=0.345862 t=12045
zhuan1 ye1 	專業	c=3 d=0.704022 t=12045
zhuan1 zhy1 	專職	c=1 d=0.562879 t=12045
zhuan1 zhy1 sing4 	專職性	c=1 d=0.573429 t=12045
zhuan3 	轉	c=2 d=0.0149253 t=12045
zhuan3 bian4 wui2 	轉變爲	c=1 d=0.0889216 t=12045
zhuan3 fa1 	轉發	c=1 d=0.585669 t=12045
zhuan3 hua4 	轉化	c=1 d=0.0281559 t=12045
zhuan3 hua4 mei2 	轉化酶	c=4 d=0.453338 t=12045
zhuan3 huan4 	轉換	c=2 d=0.961616 t=12045
zhuan3 lu1 	轉錄	c=24 d=7.06872 t=12045
zhuan3 lu1 chan3 wu1 	轉錄產物	c=1 d=0.786628 t=12045
zhuan3 lu1 cian2 	轉錄前	c=1 d=0.511709 t=12045
zhuan3 lu1 fang1 xang4 	轉錄方向	c=1 d=0.113608 t=12045
zhuan3 lu1 qi3 shy3 	轉錄起始	c=1 d=0.484325 t=12045
zhuan3 lu1 yin1 zy3 	轉錄因子	c=6 d=2.12824 t=12045
zhuan3 lu1 zhy1 cian2 	轉錄之前	c=1 d=0.634448 t=12045
zhuan3 yi2 	轉移	c=4 d=1.19359 t=12045
zhuan3 yun4 	轉運	c=0 d=0.00485578 t=12045
zhuan4 dau4 	轉導	c=2 d=0.613576 t=12045
zhuang1 	裝	c=2 d=0.0144575 t=12045
zhuang1 bei4 	裝備	c=1 d=0.302704 t=12045
zhuang1 ding1 	裝訂	c=1 d=0.496585 t=12045
zhuang4 kuang4 	狀況	c=1 d=0.092089 t=12045
zhuang4 tai4 	狀態	c=1 d=0.543351 t=12045
zhuang4 yuan2 	狀元	c=1 d=0.304221 t=12045
zhui1 sing1 	追星	c=1 d=0.878095 t=12045
zhun3 bei4 	準備	c=3 d=0.974968 t=12045
zhun3 hua4 mei2 	準話酶	c=-1 d=0 t=12045
zhun3 kau3 zheng4 	准考證	c=1 d=1 t=12045
zhun3 quo1 	準確	c=1 d=0.0593087 t=12045
zhung1 	中	c=79 d=8.43111 t=12045
zhung1 bu4 	中部	c=1 d=0.166127 t=12045
zhung1 chau1 	中超	c=1 d=1 t=12045
zhung1 chu1 	中樞	c=0 d=0.0606531 t=12045
zhung1 chu1 mian3 yi1 qi4 guan1 	中樞免疫器官	c=2 d=1.5099 t=12045
zhung1 duan1 	終端	c=1 d=0.941765 t=12045
zhung1 duo1 	衆多	c=2 d=0.625002 t=12045
zhung1 gu3 pin1 yin1 	中古拼音	c=1 d=0.000925663 t=12045
zhung1 hui4 deng4 ai4 fen1 bing1 zin4 	鍾會鄧艾分兵進	c=1 d=0.937067 t=12045
zhung1 huo2 	中和	c=1 d=0.955997 t=12045
zhung1 huo2 zuo1 yung4 	中和作用	c=1 d=0.687289 t=12045
zhung1 jai1 ti1 	中階梯	c=-1 d=0 t=12045
zhung1 jai4 	中介	c=0 d=0.0292293 t=12045
zhung1 jai4 ti3 	中介體	c=1 d=0.293758 t=12045
zhung1 jan1 	中間	c=2 d=0.16696 t=12045
zhung1 le1 	中的	c=1 d=0.740818 t=12045
zhung1 mu4 	中牟	c=1 d=1 t=12045
zhung1 muo1 	終末	c=2 d=0.226286 t=12045
zhung1 shu1 	中樞	c=2 d=1.29122 t=12045
zhung1 shu1 mian3 yi1 qi4 guan1 	中樞免疫器官	c=1 d=0.786628 t=12045
zhung1 sin1 	中心	c=2 d=0.290681 t=12045
zhung1 wu3 	中午	c=6 d=2.25334 t=12045
zhung1 wun2 	中文	c=5 d=0.236218 t=12045
